lead_id,lead_date,origin,locadora,region,supervisor,sdr,order_date,credit_analysis_date,approved_date,formalized_date,signed_date,stage,gmv,amount_paid,target_formalized,target_signed,is_order,is_approved,is_formalized,is_signed
L103119,2026-06-06,Crossover,Locadora A,Centro-Oeste,Supervisor D,SDR A,2026-06-07,2026-06-09,2026-06-13,2026-06-16,2026-06-18,Assinado,162504.74,157104.45,6,5,1,1,1,1
L103120,2026-04-23,Crossover,Locadora A,Centro-Oeste,Supervisor C,SDR F,2026-04-26,2026-04-28,2026-05-02,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103121,2026-06-30,Inbound,Locadora A,Sudeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103122,2026-03-27,Inbound,Locadora A,Sul,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103123,2026-04-22,Inbound,Locadora B,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103124,2026-03-21,Crossover,Locadora B,Sul,Supervisor A,SDR D,2026-03-23,2026-03-24,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103125,2026-06-11,Inbound,Locadora B,Sul,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103126,2026-05-31,Inbound,Locadora A,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103127,2026-06-14,Crossover,Locadora A,Sudeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103128,2026-04-02,Inbound,Locadora A,Norte,Supervisor C,SDR A,2026-04-06,2026-04-08,2026-04-12,2026-04-17,2026-04-24,Assinado,109532.79,100002.18,6,5,1,1,1,1
L103129,2026-05-24,Crossover,Locadora B,Sul,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103130,2026-03-06,Inbound,Locadora A,Sul,Supervisor D,SDR A,2026-03-10,2026-03-14,2026-03-15,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103131,2026-03-25,Inbound,Locadora A,Sudeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103132,2026-05-18,Farmer,Locadora A,Sudeste,Supervisor A,SDR A,2026-05-21,2026-05-22,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103133,2026-01-15,Inbound,Locadora B,Sudeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103134,2026-05-09,Inbound,Locadora B,Norte,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103135,2026-01-03,Inbound,Locadora A,Sudeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103136,2026-04-16,C2C,Locadora A,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103137,2026-03-28,Inbound,Locadora A,Norte,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103138,2026-03-26,Inbound,Locadora B,Sul,Supervisor A,SDR D,2026-03-27,2026-03-30,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103139,2026-03-31,Inbound,Locadora B,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103140,2026-03-31,Inbound,Locadora A,Sul,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103141,2026-03-15,Crossover,Locadora A,Sul,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103142,2026-03-23,Crossover,Locadora B,Norte,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103143,2026-04-13,Inbound,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103144,2026-05-19,Inbound,Locadora A,Nordeste,Supervisor C,SDR B,2026-05-23,2026-05-24,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103145,2026-04-10,Inbound,Locadora A,Sudeste,Supervisor A,SDR B,2026-04-14,2026-04-18,2026-04-22,2026-04-27,2026-05-01,Assinado,64297.58,54157.63,6,5,1,1,1,1
L103146,2026-04-27,Farmer,Locadora A,Nordeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103147,2026-06-01,Inbound,Locadora B,Nordeste,Supervisor B,SDR G,2026-06-03,2026-06-07,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103148,2026-06-29,C2C,Locadora A,Nordeste,Supervisor D,SDR D,2026-07-03,2026-07-07,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103149,2026-01-20,Farmer,Locadora A,Nordeste,Supervisor D,SDR D,2026-01-22,2026-01-25,2026-01-28,2026-02-03,,Formalizado,75806.6,0.0,6,5,1,1,1,0
L103150,2026-05-10,Farmer,Locadora A,Centro-Oeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103151,2026-02-10,Farmer,Locadora B,Sudeste,Supervisor C,SDR B,2026-02-15,2026-02-19,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103152,2026-02-05,Inbound,Locadora B,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103153,2026-05-24,Inbound,Locadora A,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103154,2026-01-13,Inbound,Locadora A,Sul,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103155,2026-06-03,Crossover,Locadora A,Sudeste,Supervisor D,SDR F,2026-06-07,2026-06-10,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103156,2026-05-20,Inbound,Locadora B,Centro-Oeste,Supervisor B,SDR C,2026-05-25,2026-05-26,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103157,2026-06-30,Crossover,Locadora A,Centro-Oeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103158,2026-05-01,Crossover,Locadora A,Norte,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103159,2026-06-07,C2C,Locadora B,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103160,2026-01-22,Inbound,Locadora A,Nordeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103161,2026-06-11,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103162,2026-01-30,Inbound,Locadora A,Norte,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103163,2026-02-26,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103164,2026-01-24,C2C,Locadora A,Sudeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103165,2026-03-14,Inbound,Locadora A,Sudeste,Supervisor D,SDR D,2026-03-17,2026-03-21,2026-03-23,2026-03-29,,Formalizado,147484.49,0.0,6,5,1,1,1,0
L103166,2026-05-16,Inbound,Locadora A,Norte,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103167,2026-02-18,Inbound,Locadora B,Centro-Oeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103168,2026-05-29,Inbound,Locadora A,Nordeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103169,2026-04-20,Inbound,Locadora A,Nordeste,Supervisor A,SDR E,2026-04-25,2026-04-27,2026-04-28,2026-05-01,2026-05-03,Assinado,91641.47,86655.16,6,5,1,1,1,1
L103170,2026-04-24,C2C,Locadora A,Centro-Oeste,Supervisor B,SDR E,2026-04-28,2026-04-30,2026-05-04,2026-05-09,,Formalizado,51801.83,0.0,6,5,1,1,1,0
L103171,2026-06-19,Inbound,Locadora B,Centro-Oeste,Supervisor C,SDR H,2026-06-20,2026-06-24,2026-06-27,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103172,2026-03-20,Inbound,Locadora A,Norte,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103173,2026-03-04,Inbound,Locadora A,Nordeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103174,2026-06-30,Inbound,Locadora B,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103175,2026-04-11,C2C,Locadora A,Sudeste,Supervisor C,SDR H,2026-04-13,2026-04-16,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103176,2026-04-22,Inbound,Locadora A,Sudeste,Supervisor A,SDR A,2026-04-24,2026-04-27,2026-04-28,2026-04-30,2026-05-05,Assinado,94179.03,95399.99,6,5,1,1,1,1
L103177,2026-02-23,Inbound,Locadora B,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103178,2026-02-08,Inbound,Locadora A,Nordeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103179,2026-01-31,Inbound,Locadora A,Nordeste,Supervisor B,SDR B,2026-02-03,2026-02-06,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103180,2026-02-10,Crossover,Locadora A,Sudeste,Supervisor A,SDR C,2026-02-12,2026-02-15,2026-02-18,2026-02-20,2026-02-25,Assinado,73729.3,65317.07,6,5,1,1,1,1
L103181,2026-02-05,Inbound,Locadora B,Sudeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103182,2026-05-16,Farmer,Locadora B,Sul,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103183,2026-01-11,Inbound,Locadora A,Nordeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103184,2026-04-24,Inbound,Locadora A,Sul,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103185,2026-06-21,Farmer,Locadora A,Sudeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103186,2026-05-19,Inbound,Locadora A,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103187,2026-03-14,Inbound,Locadora A,Sul,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103188,2026-01-11,Inbound,Locadora A,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103189,2026-05-31,Inbound,Locadora A,Nordeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103190,2026-01-01,C2C,Locadora A,Norte,Supervisor C,SDR H,2026-01-05,2026-01-07,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103191,2026-05-04,Crossover,Locadora A,Sudeste,Supervisor A,SDR A,2026-05-08,2026-05-11,2026-05-15,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103192,2026-05-02,Inbound,Locadora A,Sudeste,Supervisor C,SDR G,2026-05-04,2026-05-08,2026-05-11,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103193,2026-02-04,Inbound,Locadora A,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103194,2026-05-14,Crossover,Locadora A,Sudeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103195,2026-02-01,Inbound,Locadora A,Sudeste,Supervisor D,SDR H,2026-02-02,2026-02-04,2026-02-08,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103196,2026-02-10,Farmer,Locadora A,Sudeste,Supervisor B,SDR F,2026-02-15,2026-02-19,2026-02-23,2026-03-01,2026-03-08,Assinado,121957.35,109207.13,6,5,1,1,1,1
L103197,2026-05-27,Crossover,Locadora A,Sudeste,Supervisor C,SDR F,2026-05-31,2026-06-01,2026-06-02,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103198,2026-06-27,Inbound,Locadora A,Nordeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103199,2026-02-17,C2C,Locadora A,Sudeste,Supervisor C,SDR G,2026-02-18,2026-02-21,2026-02-25,2026-02-28,2026-03-06,Assinado,73689.8,69512.48,6,5,1,1,1,1
L103200,2026-06-16,Inbound,Locadora B,Nordeste,Supervisor C,SDR B,2026-06-20,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L103201,2026-06-15,Inbound,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103202,2026-05-20,Inbound,Locadora A,Sudeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103203,2026-01-26,Inbound,Locadora B,Sudeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103204,2026-02-24,Crossover,Locadora A,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103205,2026-05-03,Inbound,Locadora A,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103206,2026-06-30,Inbound,Locadora A,Nordeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103207,2026-05-28,Inbound,Locadora A,Nordeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103208,2026-03-18,Crossover,Locadora A,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103209,2026-02-12,C2C,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103210,2026-06-23,Crossover,Locadora B,Sudeste,Supervisor D,SDR C,2026-06-24,2026-06-26,2026-06-28,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103211,2026-02-19,Farmer,Locadora A,Centro-Oeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103212,2026-03-03,Inbound,Locadora A,Sudeste,Supervisor C,SDR A,2026-03-07,2026-03-10,2026-03-12,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103213,2026-06-24,Inbound,Locadora B,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103214,2026-04-12,Inbound,Locadora A,Nordeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103215,2026-02-17,Crossover,Locadora A,Nordeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103216,2026-01-01,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103217,2026-03-19,Inbound,Locadora A,Sudeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103218,2026-06-28,Inbound,Locadora B,Sudeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103219,2026-03-20,Inbound,Locadora A,Sudeste,Supervisor A,SDR D,2026-03-23,2026-03-26,2026-03-29,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103220,2026-05-07,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103221,2026-02-15,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103222,2026-05-21,Inbound,Locadora A,Sudeste,Supervisor A,SDR G,2026-05-25,2026-05-26,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103223,2026-05-21,Crossover,Locadora A,Nordeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103224,2026-04-21,Inbound,Locadora A,Sul,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103225,2026-05-20,Crossover,Locadora A,Nordeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103226,2026-04-15,Inbound,Locadora A,Sudeste,Supervisor D,SDR D,2026-04-17,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L103227,2026-03-10,Inbound,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103228,2026-05-14,Inbound,Locadora B,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103229,2026-06-01,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103230,2026-06-02,C2C,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103231,2026-02-08,Inbound,Locadora B,Sudeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103232,2026-05-03,Farmer,Locadora A,Nordeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103233,2026-01-01,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103234,2026-04-14,Inbound,Locadora B,Centro-Oeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103235,2026-04-14,Crossover,Locadora B,Centro-Oeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103236,2026-03-07,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR E,2026-03-10,2026-03-11,2026-03-14,2026-03-16,2026-03-19,Assinado,53691.26,50686.88,6,5,1,1,1,1
L103237,2026-06-29,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103238,2026-06-09,C2C,Locadora B,Sudeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103239,2026-01-07,Inbound,Locadora B,Sudeste,Supervisor C,SDR B,2026-01-09,2026-01-11,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103240,2026-02-07,Inbound,Locadora A,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103241,2026-02-07,Inbound,Locadora A,Sudeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103242,2026-06-12,Crossover,Locadora A,Sul,Supervisor B,SDR D,2026-06-17,2026-06-18,2026-06-21,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103243,2026-04-04,Farmer,Locadora B,Sul,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103244,2026-05-12,Inbound,Locadora B,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103245,2026-05-27,Crossover,Locadora A,Nordeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103246,2026-05-19,C2C,Locadora A,Centro-Oeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103247,2026-01-17,C2C,Locadora A,Sul,Supervisor A,SDR B,2026-01-19,2026-01-21,2026-01-24,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103248,2026-01-26,Inbound,Locadora A,Norte,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103249,2026-03-13,Inbound,Locadora A,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103250,2026-03-03,C2C,Locadora A,Sudeste,Supervisor D,SDR C,2026-03-07,2026-03-09,2026-03-13,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103251,2026-05-16,Inbound,Locadora A,Sudeste,Supervisor A,SDR A,2026-05-21,2026-05-25,2026-05-28,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103252,2026-01-29,Inbound,Locadora B,Sul,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103253,2026-03-09,Inbound,Locadora A,Sudeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103254,2026-02-12,C2C,Locadora A,Nordeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103255,2026-02-04,C2C,Locadora B,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103256,2026-02-01,Inbound,Locadora A,Sul,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103257,2026-02-05,Crossover,Locadora A,Sul,Supervisor B,SDR A,2026-02-07,2026-02-08,2026-02-10,2026-02-17,,Formalizado,56919.81,0.0,6,5,1,1,1,0
L103258,2026-04-13,Inbound,Locadora A,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103259,2026-03-16,Inbound,Locadora B,Centro-Oeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103260,2026-03-20,C2C,Locadora A,Centro-Oeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103261,2026-03-28,Crossover,Locadora A,Centro-Oeste,Supervisor C,SDR B,2026-04-02,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L103262,2026-05-15,Crossover,Locadora A,Sul,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103263,2026-06-05,Inbound,Locadora A,Sul,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103264,2026-04-06,Inbound,Locadora A,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103265,2026-04-27,C2C,Locadora A,Centro-Oeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103266,2026-05-14,Crossover,Locadora A,Sudeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103267,2026-05-05,Farmer,Locadora A,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103268,2026-01-25,Crossover,Locadora A,Sudeste,Supervisor A,SDR B,2026-01-29,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L103269,2026-06-27,Crossover,Locadora A,Centro-Oeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103270,2026-01-30,Inbound,Locadora B,Sudeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103271,2026-03-16,Inbound,Locadora A,Norte,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103272,2026-04-29,Inbound,Locadora A,Sudeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103273,2026-03-15,Crossover,Locadora A,Sudeste,Supervisor B,SDR E,2026-03-20,2026-03-22,2026-03-25,2026-03-26,,Formalizado,122372.22,0.0,6,5,1,1,1,0
L103274,2026-02-14,Crossover,Locadora A,Sudeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103275,2026-06-17,Farmer,Locadora A,Sudeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103276,2026-01-13,Inbound,Locadora B,Sudeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103277,2026-02-14,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103278,2026-06-29,Farmer,Locadora A,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103279,2026-05-13,Crossover,Locadora A,Sudeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103280,2026-01-16,Farmer,Locadora A,Sudeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103281,2026-05-17,Inbound,Locadora B,Sudeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103282,2026-06-25,Inbound,Locadora B,Norte,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103283,2026-01-18,Crossover,Locadora A,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103284,2026-03-16,C2C,Locadora A,Centro-Oeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103285,2026-03-26,Inbound,Locadora A,Sul,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103286,2026-01-24,Inbound,Locadora A,Sudeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103287,2026-02-06,C2C,Locadora B,Nordeste,Supervisor D,SDR E,2026-02-09,2026-02-10,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103288,2026-02-01,Inbound,Locadora B,Sudeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103289,2026-02-03,C2C,Locadora A,Nordeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103290,2026-03-15,Inbound,Locadora A,Sul,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103291,2026-03-25,C2C,Locadora A,Sudeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103292,2026-02-13,C2C,Locadora A,Nordeste,Supervisor D,SDR B,2026-02-17,2026-02-18,2026-02-20,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L103293,2026-02-22,C2C,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103294,2026-02-04,Crossover,Locadora A,Norte,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103295,2026-05-25,Farmer,Locadora B,Norte,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103296,2026-02-08,Farmer,Locadora B,Sudeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103297,2026-06-14,Inbound,Locadora A,Sudeste,Supervisor A,SDR E,2026-06-18,2026-06-22,2026-06-24,2026-06-28,2026-07-01,Assinado,73183.6,62965.83,6,5,1,1,1,1
L103298,2026-04-08,Inbound,Locadora A,Nordeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103299,2026-05-26,C2C,Locadora A,Sudeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103300,2026-04-26,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103301,2026-02-18,Inbound,Locadora A,Sudeste,Supervisor D,SDR G,2026-02-22,2026-02-25,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L103302,2026-04-19,Inbound,Locadora B,Sudeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103303,2026-02-19,Inbound,Locadora A,Sul,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L103304,2026-01-22,Farmer,Locadora A,Centro-Oeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
